id_a,id_b,jaccard_estimado,title_a,title_b,date_a,date_b,category_a,category_b
1153,44209,1.0,Confira a tampa de privada luminescente e outras bugigangas,Veja o alto-falante com 20 horas de bateria e outras compras tecnológicas,2015-01-06,2015-08-06,tec,tec
1153,47657,0.953125,Confira a tampa de privada luminescente e outras bugigangas,Confira o roteador 'drone' e outras compras tecnológicas,2015-01-06,2015-08-24,tec,tec
1153,49105,0.953125,Confira a tampa de privada luminescente e outras bugigangas,Confira o smartphone com Linux e outras compras tecnológicas,2015-01-06,2015-08-31,tec,tec
1153,54735,0.9375,Confira a tampa de privada luminescente e outras bugigangas,Confira a câmera disfarçada de fonte e outras compras tecnológicas,2015-01-06,2015-09-28,tec,tec
1153,55556,0.984375,Confira a tampa de privada luminescente e outras bugigangas,Confira o 'capacete Metroid' e outras bugigangas tecnológicas,2015-01-06,2015-10-02,tec,tec
1153,55807,0.984375,Confira a tampa de privada luminescente e outras bugigangas,Confira o kit de decoração de unhas tetris e outras bugigangas tecnológicas,2015-01-06,2015-10-03,tec,tec
1153,56751,0.953125,Confira a tampa de privada luminescente e outras bugigangas,Confira a lente 'profissional' para smartphone e outras compras,2015-01-06,2015-10-08,tec,tec
1153,68450,1.0,Confira a tampa de privada luminescente e outras bugigangas,Confira o tablet projetor e outras bugigangas tecnológicas,2015-01-06,2015-12-05,tec,tec
1176,1177,0.96875,Gol vai anunciar nova marca,Cristiano Araújo doou R$ 2 milhões ao Hospital do Câncer de Barretos,2015-01-07,2015-01-07,colunas,colunas
1495,8318,1.0,Domingo tem bloqueios na zona sul e festival de cerveja artesanal,Redução de velocidade no centro e na zona leste começam nesta segunda,2015-01-08,2015-02-08,saopaulo,saopaulo
1495,14220,1.0,Domingo tem bloqueios na zona sul e festival de cerveja artesanal,"SPh: Aos 93, Bibi Ferreira volta aos palcos nesta terça para cantar Sinatra",2015-01-08,2015-03-08,saopaulo,saopaulo
1836,1843,0.9140625,Bancários anunciam greve em Brasília e Porto Alegre,Bancários entram em greve na próxima terça-feira,2015-01-10,2015-01-10,mercado,mercado
1863,2040,1.0,"Omissão de deputados em pesquisa sobre cassação de Cunha é vergonha, diz leitora","Omissão de deputados em pesquisa sobre Cunha é vergonha, diz leitora",2015-01-10,2015-01-11,paineldoleitor,paineldoleitor
1994,2078,0.9921875,Cem anos de 'A Metamorfose': Bete Coelho interpreta cinco traduções,Cem anos de 'A Metamorfose': Bete Coelho interpreta cinco traduções,2015-01-11,2015-01-11,ilustrada,tv
2089,2148,1.0,Aplicativos de celular ajudam mulheres a mapear ciclo menstrual,Aplicativos de celulares ajudam mulheres a mapear ciclo menstrual,2015-01-12,2015-01-12,ciencia,equilibrioesaude
2137,67334,0.953125,Fuvest foi clássica e sem 'pegadinha' na 1ª fase; professores comentam,Fuvest foi clássica e sem 'pegadinha' na 1ª fase; professores comentam,2015-01-12,2015-11-30,educacao,tv
2244,2245,1.0,Possível encerramento da epidemia de Aids,Possível encerramento da epidemia de Aids,2015-01-12,2015-01-12,opiniao,opiniao
2513,4078,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a 'carteira playstation' e outras bugigangas tecnológicas,2015-01-13,2015-01-20,tec,tec
2513,5757,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o mouse com entrada USB e outras bugigangas tecnológicas,2015-01-13,2015-01-27,tec,tec
2513,10072,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira os disquetes porta-copos e outras bugigangas tecnológicas,2015-01-13,2015-02-17,tec,tec
2513,11663,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o 'botão Bluetooth' e outras bugigangas tecnológicas,2015-01-13,2015-02-24,tec,tec
2513,13067,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a capa de concreto para iPhone e outras bugigangas tecnológicas,2015-01-13,2015-03-02,tec,tec
2513,13341,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a 'torradeira Darth Vader' e outras bugigangas tecnológicas,2015-01-13,2015-03-03,tec,tec
2513,14221,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a 'máscara Doge' e outras compras tecnológicas,2015-01-13,2015-03-08,tec,tec
2513,16178,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira tábua de carne do 'Nintendinho' e outras bugigangas tecnológicas,2015-01-13,2015-03-17,tec,tec
2513,17870,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira colchão inteligente e outras bugigangas tecnológicas,2015-01-13,2015-03-24,tec,tec
2513,19396,0.9765625,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Veja cabideiro que imita controle de PS3 e outras bugigangas tecnológicas,2015-01-13,2015-03-31,tec,tec
2513,20404,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o alto-falante 'Iron Man' e outras bugigangas tecnológicas,2015-01-13,2015-04-05,tec,tec
2513,22086,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira projetor de papelão e outras bugigangas tecnológicas,2015-01-13,2015-04-14,tec,tec
2513,23357,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira 'anzol' inteligente e outras bugigangas tecnológicas,2015-01-13,2015-04-21,tec,tec
2513,24531,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Veja escova de dentes com visor e outras bugigangas tecnológicas,2015-01-13,2015-04-27,tec,tec
2513,27130,0.921875,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o transmissor FM para carros e outras compras tecnológicas,2015-01-13,2015-05-10,tec,tec
2513,28607,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira adaptador bluetooth e outras bugigangas tecnológicas,2015-01-13,2015-05-18,tec,tec
2513,29918,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o recarregador USB solar e outras compras tecnológicas,2015-01-13,2015-05-25,tec,tec
2513,31336,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a espada 'Minecraft' e outras bugigangas tecnológicas,2015-01-13,2015-06-01,tec,tec
2513,32564,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o suporte para celular na bike e outras compras tecnológicas,2015-01-13,2015-06-07,tec,tec
2513,34003,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Veja USB que vira lanterna e outras bugigangas tecnológicas,2015-01-13,2015-06-15,tec,tec
2513,35417,0.953125,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Veja casaco de moletom para os fãs de wi-fi e outras compras tecnológicas,2015-01-13,2015-06-22,tec,tec
2513,36823,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o alto-falante canino e outras compras tecnológicas,2015-01-13,2015-06-29,tec,tec
2513,37886,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira celular de baixo custo da Sony e outras bugigangas tecnológicas,2015-01-13,2015-07-04,tec,tec
2513,38842,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o esterilizador de celular e outras compras tecnológicas,2015-01-13,2015-07-09,tec,tec
2513,40954,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o comunicador de 'Jornada nas Estrelas' e outras compras tecnológicas,2015-01-13,2015-07-20,tec,tec
2513,42225,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o novo celular Alcatel e outras compras tecnológicas,2015-01-13,2015-07-27,tec,tec
2513,44209,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Veja o alto-falante com 20 horas de bateria e outras compras tecnológicas,2015-01-13,2015-08-06,tec,tec
2513,47657,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o roteador 'drone' e outras compras tecnológicas,2015-01-13,2015-08-24,tec,tec
2513,49105,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o smartphone com Linux e outras compras tecnológicas,2015-01-13,2015-08-31,tec,tec
2513,54735,0.921875,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a câmera disfarçada de fonte e outras compras tecnológicas,2015-01-13,2015-09-28,tec,tec
2513,55556,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o 'capacete Metroid' e outras bugigangas tecnológicas,2015-01-13,2015-10-02,tec,tec
2513,55807,1.0,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o kit de decoração de unhas tetris e outras bugigangas tecnológicas,2015-01-13,2015-10-03,tec,tec
2513,56751,0.9375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira a lente 'profissional' para smartphone e outras compras,2015-01-13,2015-10-08,tec,tec
2513,68450,0.984375,Confira a jaqueta com luzes de LED e outras bugigangas tecnológicas,Confira o tablet projetor e outras bugigangas tecnológicas,2015-01-13,2015-12-05,tec,tec
2555,67367,0.9765625,"Mega-Sena pode pagar R$ 7,5 milhões nesta quarta","Acumulada, Mega-Sena pode pagar prêmio de R$ 7,5 milhões na quarta",2015-01-14,2015-12-01,cotidiano,cotidiano
2798,3260,0.90625,"Acumulada, Mega-Sena pode pagar prêmio de R$ 20 milhões no sábado",Mega-Sena acumulada pode pagar prêmio de R$ 20 milhões neste sábado,2015-01-15,2015-01-17,cotidiano,cotidiano
2807,2808,1.0,Alalaô: Folha põe a fantasia e vai para rua,Alalaô: Folha põe a fantasia e vai para rua,2015-01-15,2015-01-15,cotidiano,cotidiano
3159,75417,1.0,Xiaomi não atinge meta de vendas de celulares em 2015,Xiaomi não atinge meta de vendas de celulares em 2015,2015-01-16,2016-01-16,mercado,mercado
3262,3457,0.8515625,"Quase sem chuva, reservatórios da Grande SP registram nova queda","Sem chuvas, nível das represas que abastecem a Grande SP volta a cair",2015-01-17,2015-01-18,cotidiano,cotidiano
3352,4955,0.9921875,Veja os livros de economia e negócios mais vendidos de 5 a 11 de janeiro,Veja os livros de economia e negócios mais vendidos de 12 a 18 de janeiro,2015-01-17,2015-01-24,mercado,mercado
3352,55253,0.984375,Veja os livros de economia e negócios mais vendidos de 5 a 11 de janeiro,Veja os livros de economia e negócios mais vendidos de 29 de dezembro a 4 de janeiro,2015-01-17,2015-10-01,mercado,mercado
3662,4124,0.9765625,"Acumulada, Mega-Sena pode pagar prêmio de R$ 27 milhões na quarta",Mega-Sena pode pagar R$ 27 milhões nesta quarta,2015-01-19,2015-01-21,cotidiano,cotidiano
3690,4397,0.96875,Inscrições para o Sisu começam hoje; entenda como a nota do Enem é usada,Inscrições para o Sisu terminam nesta quinta,2015-01-19,2015-01-22,educacao,educacao
3766,67491,1.0,"Eu invisto em: veja em que investe Fabrício Bittar, diretor de TV",Eu invisto em: veja o investimento da modelo Flávia Lucini,2015-01-19,2015-12-01,mercado,mercado
4078,5757,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o mouse com entrada USB e outras bugigangas tecnológicas,2015-01-20,2015-01-27,tec,tec
4078,10072,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira os disquetes porta-copos e outras bugigangas tecnológicas,2015-01-20,2015-02-17,tec,tec
4078,11663,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o 'botão Bluetooth' e outras bugigangas tecnológicas,2015-01-20,2015-02-24,tec,tec
4078,13067,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a capa de concreto para iPhone e outras bugigangas tecnológicas,2015-01-20,2015-03-02,tec,tec
4078,13341,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a 'torradeira Darth Vader' e outras bugigangas tecnológicas,2015-01-20,2015-03-03,tec,tec
4078,14221,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a 'máscara Doge' e outras compras tecnológicas,2015-01-20,2015-03-08,tec,tec
4078,16178,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira tábua de carne do 'Nintendinho' e outras bugigangas tecnológicas,2015-01-20,2015-03-17,tec,tec
4078,17870,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira colchão inteligente e outras bugigangas tecnológicas,2015-01-20,2015-03-24,tec,tec
4078,19396,0.9765625,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Veja cabideiro que imita controle de PS3 e outras bugigangas tecnológicas,2015-01-20,2015-03-31,tec,tec
4078,20404,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o alto-falante 'Iron Man' e outras bugigangas tecnológicas,2015-01-20,2015-04-05,tec,tec
4078,22086,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira projetor de papelão e outras bugigangas tecnológicas,2015-01-20,2015-04-14,tec,tec
4078,23357,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira 'anzol' inteligente e outras bugigangas tecnológicas,2015-01-20,2015-04-21,tec,tec
4078,24531,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Veja escova de dentes com visor e outras bugigangas tecnológicas,2015-01-20,2015-04-27,tec,tec
4078,27130,0.921875,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o transmissor FM para carros e outras compras tecnológicas,2015-01-20,2015-05-10,tec,tec
4078,28607,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira adaptador bluetooth e outras bugigangas tecnológicas,2015-01-20,2015-05-18,tec,tec
4078,29918,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o recarregador USB solar e outras compras tecnológicas,2015-01-20,2015-05-25,tec,tec
4078,31336,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a espada 'Minecraft' e outras bugigangas tecnológicas,2015-01-20,2015-06-01,tec,tec
4078,32564,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o suporte para celular na bike e outras compras tecnológicas,2015-01-20,2015-06-07,tec,tec
4078,34003,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Veja USB que vira lanterna e outras bugigangas tecnológicas,2015-01-20,2015-06-15,tec,tec
4078,35417,0.953125,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Veja casaco de moletom para os fãs de wi-fi e outras compras tecnológicas,2015-01-20,2015-06-22,tec,tec
4078,36823,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o alto-falante canino e outras compras tecnológicas,2015-01-20,2015-06-29,tec,tec
4078,37886,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira celular de baixo custo da Sony e outras bugigangas tecnológicas,2015-01-20,2015-07-04,tec,tec
4078,38842,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o esterilizador de celular e outras compras tecnológicas,2015-01-20,2015-07-09,tec,tec
4078,40954,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o comunicador de 'Jornada nas Estrelas' e outras compras tecnológicas,2015-01-20,2015-07-20,tec,tec
4078,42225,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o novo celular Alcatel e outras compras tecnológicas,2015-01-20,2015-07-27,tec,tec
4078,44209,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Veja o alto-falante com 20 horas de bateria e outras compras tecnológicas,2015-01-20,2015-08-06,tec,tec
4078,47657,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o roteador 'drone' e outras compras tecnológicas,2015-01-20,2015-08-24,tec,tec
4078,49105,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o smartphone com Linux e outras compras tecnológicas,2015-01-20,2015-08-31,tec,tec
4078,54735,0.921875,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a câmera disfarçada de fonte e outras compras tecnológicas,2015-01-20,2015-09-28,tec,tec
4078,55556,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o 'capacete Metroid' e outras bugigangas tecnológicas,2015-01-20,2015-10-02,tec,tec
4078,55807,1.0,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o kit de decoração de unhas tetris e outras bugigangas tecnológicas,2015-01-20,2015-10-03,tec,tec
4078,56751,0.9375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira a lente 'profissional' para smartphone e outras compras,2015-01-20,2015-10-08,tec,tec
4078,68450,0.984375,Confira a 'carteira playstation' e outras bugigangas tecnológicas,Confira o tablet projetor e outras bugigangas tecnológicas,2015-01-20,2015-12-05,tec,tec
4232,8418,0.9453125,Entenda como a taxa básica de juros influencia a economia brasileira,Selic: entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-02-09,mercado,mercado
4232,13781,0.9453125,Entenda como a taxa básica de juros influencia a economia brasileira,Selic: saiba como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-03-06,mercado,mercado
4232,19935,0.9765625,Entenda como a taxa básica de juros influencia a economia brasileira,Entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-04-03,mercado,mercado
4232,24873,0.9765625,Entenda como a taxa básica de juros influencia a economia brasileira,Entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-04-29,mercado,mercado
4232,42498,0.9609375,Entenda como a taxa básica de juros influencia a economia brasileira,Selic: entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-07-29,mercado,mercado
4232,59198,0.9609375,Entenda como a taxa básica de juros influencia a economia brasileira,Selic: entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-10-21,mercado,mercado
4232,66195,0.9609375,Entenda como a taxa básica de juros influencia a economia brasileira,Selic: entenda como a taxa básica de juros influencia a economia brasileira,2015-01-21,2015-11-25,mercado,mercado
4643,4863,0.953125,"Acumulada, Mega-Sena pode pagar prêmio de R$ 34 milhões no sábado","Acumulada, Mega-Sena pode pagar prêmio de R$ 34 milhões neste sábado",2015-01-23,2015-01-24,cotidiano,cotidiano
4665,4872,0.859375,Justiça do Rio condena motorista que matou filho de Cissa Guimarães,Condenados pela morte do filho de Cissa Guimarães são levados ao IML do Rio,2015-01-23,2015-01-24,cotidiano,cotidiano
4837,4838,1.0,Amanhã! Adversário de Sampa!,Amanhã! Adversário de Sampa!,2015-01-24,2015-01-24,colunas,colunas
4955,55253,0.9765625,Veja os livros de economia e negócios mais vendidos de 12 a 18 de janeiro,Veja os livros de economia e negócios mais vendidos de 29 de dezembro a 4 de janeiro,2015-01-24,2015-10-01,mercado,mercado
5088,5813,0.984375,Mega-Sena pode pagar prêmio de R$ 3 milhões na próxima quarta,Mega-Sena pode pagar prêmio de R$ 3 milhões nesta quarta,2015-01-25,2015-01-28,cotidiano,cotidiano
5270,12194,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,Correnteza arrasta caçamba durante tempestade na zona leste; veja vídeo,2015-01-25,2015-02-26,tv,tv
5270,13356,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,Tablet compete com PCs usando pacote Office e corpo à prova d'água,2015-01-25,2015-03-03,tv,tv
5270,20058,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,"Homem terá que se adaptar a viver com menos água, dizem especialistas",2015-01-25,2015-04-03,tv,tv
5270,55569,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,Comércio virtual é tão difícil quanto o de lojas físicas,2015-01-25,2015-10-02,tv,tv
5270,61765,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,Menino do Acre 'bomba' na internet com brincadeira sobre seca paulista,2015-01-25,2015-11-02,tv,tv
5270,67805,1.0,São Paulo não tem fim nas lentes aéreas de Cássio Vasconcellos; assista,"Com assembleia cercada, deputados do Paraná vão de ônibus da PM para sessão",2015-01-25,2015-12-02,tv,tv
5271,5279,0.96875,"É difícil atribuir seca em SP ao aquecimento global, diz climatologista","É difícil atribuir seca em São Paulo ao aquecimento global, diz climatologista",2015-01-26,2015-01-26,ambiente,ciencia
5275,5276,0.953125,Premiê britânico cai em trote e governo revê normas de segurança,Premiê britânico cai em trote e governo revê normas de segurança,2015-01-26,2015-01-26,bbc,bbc
5288,5289,1.0,"Bonitinhos, pacifistas e jihadistas","Bonitinhos, pacifistas e jihadistas",2015-01-26,2015-01-26,colunas,colunas
5300,5463,1.0,Rogério Ortega: Manual da sátira piedosa,Rogério Ortega: Manual da sátira piedosa,2015-01-26,2015-01-26,colunas,opiniao
5478,5479,1.0,Confira a agenda desta semana,Confira a agenda desta semana,2015-01-26,2015-01-26,poder,poder
5757,10072,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira os disquetes porta-copos e outras bugigangas tecnológicas,2015-01-27,2015-02-17,tec,tec
5757,11663,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira o 'botão Bluetooth' e outras bugigangas tecnológicas,2015-01-27,2015-02-24,tec,tec
5757,13067,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira a capa de concreto para iPhone e outras bugigangas tecnológicas,2015-01-27,2015-03-02,tec,tec
5757,13341,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira a 'torradeira Darth Vader' e outras bugigangas tecnológicas,2015-01-27,2015-03-03,tec,tec
5757,14221,0.9375,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira a 'máscara Doge' e outras compras tecnológicas,2015-01-27,2015-03-08,tec,tec
5757,16178,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira tábua de carne do 'Nintendinho' e outras bugigangas tecnológicas,2015-01-27,2015-03-17,tec,tec
5757,17870,1.0,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira colchão inteligente e outras bugigangas tecnológicas,2015-01-27,2015-03-24,tec,tec
5757,19396,0.9765625,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Veja cabideiro que imita controle de PS3 e outras bugigangas tecnológicas,2015-01-27,2015-03-31,tec,tec
5757,20404,0.984375,Confira o mouse com entrada USB e outras bugigangas tecnológicas,Confira o alto-falante 'Iron Man' e outras bugigangas tecnológicas,2015-01-27,2015-04-05,tec,tec
